ticket_id,timestamp,complaint_text,department_id,district,neighborhood,latitude,longitude,platform
417,2024-12-25 20:18:54,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Eyüpsultan,Alibeyköy,41.070768,28.915632,İstanbul Senin
418,2024-12-25 07:54:44,"Merhaba, Bağdat Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Silivri,Alibeyli,41.072600,28.225305,ALO153
419,2024-12-26 19:18:12,"Merhaba, Kennedy Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Beyoğlu,Cihangir,41.033018,28.981295,ALO153
420,2024-12-25 21:20:16,"Merhabalar, Bağdat Parkının çimleri 3 haftadır biçilmedi. Çok uzadı, yürümek bile zor. Görüntü de kötü. Eskiden düzenli bakım yapılırdı, artık gelmiyor kimse.",5,Bayrampaşa,Cevatpaşa,41.040802,28.894087,İstanbul Senin
421,2024-12-26 03:11:30,"Merhaba, Cumhuriyet Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Zeytinburnu,Merkezefendi,41.008541,28.910301,Email
422,2024-12-26 18:59:30,"Merhabalar, Barbaros Parkının çimleri 3 haftadır biçilmedi. Çok uzadı, yürümek bile zor. Görüntü de kötü. Eskiden düzenli bakım yapılırdı, artık gelmiyor kimse.",5,Sultanbeyli,Battalgazi,40.968007,29.251532,ALO153
423,2024-12-27 07:15:13,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Kadıköy,Bostancı,40.958149,29.089875,İstanbul Senin
424,2024-12-27 06:58:03,"İyi günler, parkta 5 gündür çöp toplanmıyor. Piknik yapanlar bırakıyor, sinek kaynıyor. Hem koku var hem görüntü kötü. Çöp kovalarını boşaltın.",5,Bakırköy,Yeşilköy,40.969861,28.823720,Email
425,2024-12-26 07:13:11,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Şile,Balibey,41.174928,29.610399,İstanbul Senin
426,2024-12-25 20:05:19,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Bakırköy,Ataköy,40.974203,28.862880,ALO153
427,2024-12-27 23:18:34,"Merhabalar, İnönü Parkının çimleri 3 haftadır biçilmedi. Çok uzadı, yürümek bile zor. Görüntü de kötü. Eskiden düzenli bakım yapılırdı, artık gelmiyor kimse.",5,Maltepe,Altayçeşme,40.945791,29.122880,ALO153
428,2024-12-27 14:58:47,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Bakırköy,Yeşilköy,40.969099,28.824306,ALO153
429,2024-12-25 20:14:43,"Merhaba, Bağdat Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Sancaktepe,Akpınar,40.983849,29.231819,İstanbul Senin
430,2024-12-25 01:14:52,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Şişli,Kurtuluş,41.037675,28.978293,ALO153
431,2024-12-27 08:13:23,"Merhabalar, İstiklal Parkının çimleri 3 haftadır biçilmedi. Çok uzadı, yürümek bile zor. Görüntü de kötü. Eskiden düzenli bakım yapılırdı, artık gelmiyor kimse.",5,Fatih,Fındıkzade,41.009747,28.940931,ALO153
432,2024-12-27 07:11:13,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Arnavutköy,Anadolu,41.181902,28.673843,İstanbul Senin
433,2024-12-25 03:52:59,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Beykoz,Çubuklu,41.097271,29.069475,Email
434,2024-12-27 12:54:04,"İyi günler, parkta 5 gündür çöp toplanmıyor. Piknik yapanlar bırakıyor, sinek kaynıyor. Hem koku var hem görüntü kötü. Çöp kovalarını boşaltın.",5,Ümraniye,Alemdağ,41.022942,29.161846,İstanbul Senin
435,2024-12-27 20:08:16,"Merhabalar, Bağdat Parkının çimleri 3 haftadır biçilmedi. Çok uzadı, yürümek bile zor. Görüntü de kötü. Eskiden düzenli bakım yapılırdı, artık gelmiyor kimse.",5,Şişli,Nişantaşı,41.046690,28.993709,ALO153
436,2024-12-27 16:39:13,"Merhaba, İstiklal Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Kadıköy,Kozyatağı,40.973202,29.083189,İstanbul Senin
437,2024-12-27 13:34:49,"Merhaba, Büyükdere Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Üsküdar,Kuzguncuk,41.026107,29.028975,ALO153
438,2024-12-27 16:31:20,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Bahçelievler,Şirinevler,40.999262,28.838370,ALO153
439,2024-12-26 17:13:38,"İyi günler, parkta 5 gündür çöp toplanmıyor. Piknik yapanlar bırakıyor, sinek kaynıyor. Hem koku var hem görüntü kötü. Çöp kovalarını boşaltın.",5,Sultanbeyli,Abdurrahmangazi,40.962285,29.262314,Email
440,2024-12-25 09:53:22,"Merhaba, Cumhuriyet Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Maltepe,Cevizli,40.940689,29.146373,ALO153
441,2024-12-27 09:08:59,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Ümraniye,Alemdağ,41.023875,29.162680,ALO153
442,2024-12-25 07:19:40,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Kadıköy,Bostancı,40.957367,29.087684,ALO153
443,2024-12-25 16:07:09,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Küçükçekmece,Fevzi Çakmak,41.055869,28.752936,ALO153
444,2024-12-27 06:34:04,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Pendik,Kurtköy,40.909627,29.221588,İstanbul Senin
445,2024-12-25 01:14:27,"Merhaba, Bağdat Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Kadıköy,Kozyatağı,40.972418,29.081038,Email
446,2024-12-27 22:14:35,"İyi günler, parkta 5 gündür çöp toplanmıyor. Piknik yapanlar bırakıyor, sinek kaynıyor. Hem koku var hem görüntü kötü. Çöp kovalarını boşaltın.",5,Bakırköy,Florya,40.975732,28.788659,ALO153
447,2024-12-27 08:09:16,"Merhabalar, Sahil Parkının çimleri 3 haftadır biçilmedi. Çok uzadı, yürümek bile zor. Görüntü de kötü. Eskiden düzenli bakım yapılırdı, artık gelmiyor kimse.",5,Eyüpsultan,Alibeyköy,41.072968,28.916044,ALO153
448,2024-12-26 23:22:15,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Bayrampaşa,Cevatpaşa,41.040434,28.896641,Email
449,2024-12-25 15:25:49,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Kağıthane,Çağlayan,41.069241,28.963444,İstanbul Senin
450,2024-12-25 18:21:14,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Maltepe,Altayçeşme,40.947976,29.122877,İstanbul Senin
451,2024-12-26 21:31:31,"Merhaba, Atatürk Meydanındaki ağaçlar kurumaya başladı. Yazın su verilmiyor galiba. Gölge ağaçlarımız vardı, şimdi yapraklar dökülüyor. Lütfen sulayın.",5,Silivri,Gümüşyaka,41.083982,28.212803,İstanbul Senin
452,2024-12-27 20:03:23,"Selam, parktaki banklar kırık. Tahta kısımlar çürümüş, oturulamıyor. Yaşlılar dinlenmek istiyor ama oturamıyor. Lütfen yeni bank koyun.",5,Beyoğlu,Taksim,41.036097,28.983415,İstanbul Senin
453,2024-12-26 02:57:40,"İyi günler, parkta 5 gündür çöp toplanmıyor. Piknik yapanlar bırakıyor, sinek kaynıyor. Hem koku var hem görüntü kötü. Çöp kovalarını boşaltın.",5,Üsküdar,Salacak,41.022781,29.015076,Email
454,2024-12-25 22:47:02,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Sancaktepe,Akpınar,40.981610,29.232607,İstanbul Senin
455,2024-12-26 19:27:29,"Günaydın, park oyun alanı ekipmanları kırık. Salıncak zincirleri paslanmış, kaydırak merdiveni kopmuş. Çocuklar yaralanabilir. Acil tamir edin veya yeni ekipman koyun.",5,Kadıköy,Moda,40.980975,29.023443,ALO153
456,2024-12-27 01:52:19,"Merhabalar, Kennedy Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Sultangazi,50. Yıl,41.113587,28.850662,Email
457,2024-12-27 12:52:05,"Merhaba, İstiklal Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Kadıköy,Fenerbahçe,40.966517,29.037752,İstanbul Senin
458,2024-12-26 16:35:53,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Bahçelievler,Bahçelievler,41.005851,28.846782,İstanbul Senin
459,2024-12-25 08:24:52,"Merhaba, İstiklal Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Avcılar,Merkez,40.983681,28.723378,İstanbul Senin
460,2024-12-25 18:57:17,"Merhabalar, Büyükdere Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Zeytinburnu,Kazlıçeşme,41.004889,28.901982,İstanbul Senin
461,2024-12-26 13:32:03,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Ataşehir,Kayışdağı,40.977763,29.145439,İstanbul Senin
462,2024-12-25 10:17:43,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Sultanbeyli,Battalgazi,40.967265,29.251847,Email
463,2024-12-25 03:55:55,"Selam, LED lambalar titreyerek yanıyor. Çok rahatsız edici, epilepsi hastası komşum var. Lambaları değiştirin lütfen.",6,Şile,Çavuş,41.183937,29.624044,Email
464,2024-12-25 22:23:19,"Merhabalar, Kennedy Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Arnavutköy,Bolluca,41.195831,28.663176,İstanbul Senin
465,2024-12-26 03:40:17,"Merhaba, Büyükdere Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Çekmeköy,Merkez,41.047120,29.227574,İstanbul Senin
466,2024-12-25 16:08:22,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Avcılar,Firüzköy,40.989970,28.719181,Email
467,2024-12-27 03:01:03,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Fatih,Laleli,41.013603,28.957837,ALO153
468,2024-12-26 19:53:38,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Sultangazi,Cebeci,41.108446,28.845055,ALO153
469,2024-12-27 13:10:02,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Ümraniye,Alemdağ,41.024474,29.161416,Email
470,2024-12-26 15:28:56,"Selam, LED lambalar titreyerek yanıyor. Çok rahatsız edici, epilepsi hastası komşum var. Lambaları değiştirin lütfen.",6,Bakırköy,Florya,40.975810,28.786792,Email
471,2024-12-26 18:37:34,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Beşiktaş,Bebek,41.079321,29.042270,İstanbul Senin
472,2024-12-27 16:48:28,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Sultanbeyli,Battalgazi,40.970044,29.253171,ALO153
473,2024-12-25 10:36:09,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Avcılar,Merkez,40.981700,28.724391,Email
474,2024-12-25 12:54:22,"Merhabalar, Fatih Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Fatih,Laleli,41.013440,28.957010,İstanbul Senin
475,2024-12-27 15:16:28,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Gaziosmanpaşa,Yenimahalle,41.085877,28.885702,İstanbul Senin
476,2024-12-25 08:46:21,"Merhaba, İnönü Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Beyoğlu,Cihangir,41.032120,28.980367,Email
477,2024-12-26 01:19:17,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Beyoğlu,Karaköy,41.022610,28.973811,Email
478,2024-12-26 01:29:31,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Üsküdar,Beylerbeyi,41.043884,29.042099,Email
479,2024-12-26 05:02:50,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Kartal,Yakacık,40.911468,29.176781,ALO153
480,2024-12-25 01:36:30,"Selam, LED lambalar titreyerek yanıyor. Çok rahatsız edici, epilepsi hastası komşum var. Lambaları değiştirin lütfen.",6,Beyoğlu,Taksim,41.034966,28.983977,Email
481,2024-12-25 12:33:41,"Merhaba, Kennedy Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Fatih,Aksaray,41.014826,28.954632,Email
482,2024-12-25 00:09:23,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Esenyurt,Akevler,41.013951,28.671319,Email
483,2024-12-25 21:23:53,"Merhabalar, Cumhuriyet Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Çekmeköy,Alemdağ,41.048093,29.212943,ALO153
484,2024-12-25 01:01:38,"Selam, LED lambalar titreyerek yanıyor. Çok rahatsız edici, epilepsi hastası komşum var. Lambaları değiştirin lütfen.",6,Beşiktaş,Ortaköy,41.056765,29.026127,ALO153
485,2024-12-27 19:28:30,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Esenler,Menderes,41.043453,28.875128,İstanbul Senin
486,2024-12-26 03:08:21,"Selam, LED lambalar titreyerek yanıyor. Çok rahatsız edici, epilepsi hastası komşum var. Lambaları değiştirin lütfen.",6,Gaziosmanpaşa,Yenimahalle,41.085756,28.886192,Email
487,2024-12-26 22:34:27,"Merhaba, Cumhuriyet Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Bakırköy,Kartaltepe,40.984719,28.891441,İstanbul Senin
488,2024-12-27 00:15:25,"Merhabalar, İnönü Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Adalar,Büyükada,40.863167,29.124023,ALO153
489,2024-12-25 05:54:47,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Esenler,Menderes,41.043094,28.874240,Email
490,2024-12-25 02:06:28,"Merhabalar, Barbaros Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Şişli,Osmanbey,41.046871,28.984192,Email
491,2024-12-26 14:04:36,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Avcılar,Merkez,40.981706,28.725008,İstanbul Senin
492,2024-12-27 23:00:46,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Zeytinburnu,Kazlıçeşme,41.003837,28.900734,İstanbul Senin
493,2024-12-25 22:13:28,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Zeytinburnu,Merkezefendi,41.007147,28.908467,ALO153
494,2024-12-25 14:48:48,"Merhaba, Büyükdere Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Çekmeköy,Merkez,41.047914,29.228728,Email
495,2024-12-25 13:03:44,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Üsküdar,Çengelköy,41.053056,29.050959,İstanbul Senin
496,2024-12-27 02:08:02,"Merhaba, Barbaros Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Beyoğlu,Karaköy,41.024202,28.976609,ALO153
497,2024-12-27 02:14:11,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Sarıyer,Tarabya,41.129653,29.062590,ALO153
498,2024-12-26 07:03:57,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Üsküdar,Çengelköy,41.051472,29.053065,Email
499,2024-12-25 08:13:53,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Esenyurt,Fatih,41.019282,28.685950,ALO153
500,2024-12-27 11:02:55,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Zeytinburnu,Kazlıçeşme,41.002296,28.899476,ALO153
501,2024-12-26 16:28:23,"Selam, LED lambalar titreyerek yanıyor. Çok rahatsız edici, epilepsi hastası komşum var. Lambaları değiştirin lütfen.",6,Kadıköy,Caferağa,40.990686,29.027273,İstanbul Senin
502,2024-12-25 04:34:53,"Merhabalar, Fatih Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Kağıthane,Çağlayan,41.070549,28.963822,ALO153
503,2024-12-26 11:49:44,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Sancaktepe,Emek,40.992787,29.243861,ALO153
504,2024-12-27 12:46:12,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Bağcılar,Yıldıztepe,41.041630,28.849599,ALO153
505,2024-12-27 11:27:21,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Üsküdar,Salacak,41.022240,29.015225,ALO153
506,2024-12-26 12:35:23,"Merhaba, Bağdat Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Büyükçekmece,Dizdariye,41.025316,28.583904,İstanbul Senin
507,2024-12-27 00:58:01,"Merhaba, Cumhuriyet Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Silivri,Gümüşyaka,41.080931,28.211258,ALO153
508,2024-12-26 00:01:52,"Merhabalar, Büyükdere Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Kadıköy,Kozyatağı,40.974730,29.081190,Email
509,2024-12-25 12:40:22,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Sancaktepe,Emek,40.990323,29.244641,Email
510,2024-12-25 19:25:36,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Üsküdar,Kuzguncuk,41.024411,29.029702,ALO153
511,2024-12-26 17:45:18,"Merhaba, Büyükdere Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Bahçelievler,Soğanlı,41.003420,28.860096,İstanbul Senin
512,2024-12-27 09:55:07,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Pendik,Velibaba,40.912823,29.232012,ALO153
513,2024-12-25 03:29:39,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Kadıköy,Acıbadem,40.977670,29.047841,Email
514,2024-12-27 08:06:47,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Sancaktepe,Emek,40.990786,29.246795,Email
515,2024-12-25 14:48:05,"Merhabalar, Sahil Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Esenler,Menderes,41.040717,28.871567,Email
516,2024-12-27 08:17:37,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Şişli,Mecidiyeköy,41.061134,28.989220,Email
517,2024-12-26 23:04:00,"Günaydın, caddemizde aydınlatma direği devrilmiş. 4 gündür öyle, elektrik kabloları açıkta. Hem tehlikeli hem karanlık kaldı. Acil ekip gönderin.",6,Üsküdar,Salacak,41.020310,29.012325,ALO153
518,2024-12-27 17:00:41,"Merhaba, Cumhuriyet Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Beşiktaş,Etiler,41.076903,29.023571,Email
519,2024-12-25 21:06:22,"Merhabalar, Sahil Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Sarıyer,Emirgan,41.111753,29.054828,ALO153
520,2024-12-25 01:31:51,"Merhaba, Sahil Parkında lambaların yarısı çalışmıyor. Akşam yürüyüş yapmak istiyoruz ama çok karanlık. Güvenlik sorunu var, tüm lambaları tamir edin.",6,Üsküdar,Kuzguncuk,41.025641,29.029019,İstanbul Senin
521,2024-12-27 04:00:06,"Merhabalar, Kennedy Sokağında 7-8 lamba yanmıyor. Akşam karanlık oluyor, korkuyoruz. Özellikle kadınlar geç saatlerde güvende hissetmiyor. Acil tamir edin lütfen.",6,Beşiktaş,Levent,41.075291,29.008578,ALO153
522,2024-12-26 20:01:47,"İyi günler, sokak lambaları gündüz yanıyor gece sönük. Sensör bozuk galiba. Hem elektrik israfı hem gece karanlık. Kontrol edin lütfen.",6,Çekmeköy,Alemdağ,41.047642,29.212014,Email
